DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2017-11-14,2017-11-14,1479.0,1472.4,1100.0,656.0,1100,1475.7,1475.7,1475.7,SPX01181100C,2018-01-19,C
2017-11-14,2017-11-14,1454.1,1447.5,1125.0,45.0,1125,1450.8,1450.8,1450.8,SPX01181125C,2018-01-19,C
2017-11-14,2017-11-14,1429.1,1422.6,1150.0,1.0,1150,1425.85,1425.85,1425.85,SPX01181150C,2018-01-19,C
2017-11-14,2017-11-14,1404.2,1397.7,1175.0,32.0,1175,1400.95,1400.95,1400.95,SPX01181175C,2018-01-19,C
2017-11-14,2017-11-14,1379.3,1372.8,1200.0,98.0,1200,1376.05,1376.05,1376.05,SPX01181200C,2018-01-19,C
2017-11-14,2017-11-14,1354.4,1347.8,1225.0,12.0,1225,1351.1,1351.1,1351.1,SPX01181225C,2018-01-19,C
2017-11-14,2017-11-14,1304.5,1298.0,1275.0,75.0,1275,1301.25,1301.25,1301.25,SPX01181275C,2018-01-19,C
2017-11-14,2017-11-14,1279.6,1273.1,1300.0,218.0,1300,1276.35,1276.35,1276.35,SPX01181300C,2018-01-19,C
2017-11-14,2017-11-14,1254.7,1248.2,1325.0,19.0,1325,1251.45,1251.45,1251.45,SPX01181325C,2018-01-19,C
2017-11-14,2017-11-14,1204.9,1198.4,1375.0,140.0,1375,1201.65,1201.65,1201.65,SPX01181375C,2018-01-19,C
2017-11-14,2017-11-14,1180.0,1173.5,1400.0,170.0,1400,1176.75,1176.75,1176.75,SPX01181400C,2018-01-19,C
2017-11-14,2017-11-14,0.2,0.05,1400.0,18915.0,1400,0.125,0.125,0.125,SPX01181400P,2018-01-19,P
2017-11-14,2017-11-14,1130.1,1123.6,1450.0,1.0,1450,1126.85,1126.85,1126.85,SPX01181450C,2018-01-19,C
2017-11-14,2017-11-14,1105.2,1098.7,1475.0,18.0,1475,1101.95,1101.95,1101.95,SPX01181475C,2018-01-19,C
2017-11-14,2017-11-14,0.25,0.05,1475.0,977.0,1475,0.15,0.15,0.15,SPX01181475P,2018-01-19,P
2017-11-14,2017-11-14,1080.3,1073.8,1500.0,822.0,1500,1077.05,1077.05,1077.05,SPX01181500C,2018-01-19,C
2017-11-14,2017-11-14,0.25,0.05,1500.0,7361.0,1500,0.15,0.15,0.15,SPX01181500P,2018-01-19,P
2017-11-14,2017-11-14,1055.4,1048.9,1525.0,38.0,1525,1052.15,1052.15,1052.15,SPX01181525C,2018-01-19,C
2017-11-14,2017-11-14,0.3,0.1,1525.0,415.0,1525,0.2,0.2,0.2,SPX01181525P,2018-01-19,P
2017-11-14,2017-11-14,1030.5,1024.0,1550.0,43.0,1550,1022.55,1022.55,1022.55,SPX01181550C,2018-01-19,C
2017-11-14,2017-11-14,0.3,0.1,1550.0,2133.0,1550,0.2,0.2,0.2,SPX01181550P,2018-01-19,P
2017-11-14,2017-11-14,1005.6,999.1,1575.0,3.0,1575,1002.35,1002.35,1002.35,SPX01181575C,2018-01-19,C
2017-11-14,2017-11-14,0.3,0.1,1575.0,552.0,1575,0.2,0.2,0.2,SPX01181575P,2018-01-19,P
2017-11-14,2017-11-14,980.7,974.2,1600.0,3.0,1600,977.45,977.45,977.45,SPX01181600C,2018-01-19,C
2017-11-14,2017-11-14,0.3,0.15,1600.0,4935.0,1600,0.225,0.225,0.225,SPX01181600P,2018-01-19,P
2017-11-14,2017-11-14,955.8,949.3,1625.0,0.0,1625,952.55,952.55,952.55,SPX01181625C,2018-01-19,C
2017-11-14,2017-11-14,0.4,0.2,1625.0,4464.0,1625,0.3,0.3,0.3,SPX01181625P,2018-01-19,P
2017-11-14,2017-11-14,930.9,924.5,1650.0,0.0,1650,927.7,927.7,927.7,SPX01181650C,2018-01-19,C
2017-11-14,2017-11-14,0.4,0.2,1650.0,9185.0,1650,0.3,0.3,0.3,SPX01181650P,2018-01-19,P
2017-11-14,2017-11-14,906.0,899.6,1675.0,2.0,1675,902.8,902.8,902.8,SPX01181675C,2018-01-19,C
2017-11-14,2017-11-14,0.45,0.25,1675.0,3340.0,1675,0.35,0.35,0.35,SPX01181675P,2018-01-19,P
2017-11-14,2017-11-14,881.1,874.7,1700.0,297.0,1700,877.9,877.9,877.9,SPX01181700C,2018-01-19,C
2017-11-14,2017-11-14,0.5,0.3,1700.0,17285.0,1700,0.3,0.3,0.3,SPX01181700P,2018-01-19,P
2017-11-14,2017-11-14,856.3,849.8,1725.0,0.0,1725,853.05,853.05,853.05,SPX01181725C,2018-01-19,C
2017-11-14,2017-11-14,0.55,0.35,1725.0,613.0,1725,0.4,0.4,0.4,SPX01181725P,2018-01-19,P
2017-11-14,2017-11-14,831.4,825.0,1750.0,3.0,1750,828.2,828.2,828.2,SPX01181750C,2018-01-19,C
2017-11-14,2017-11-14,0.6,0.4,1750.0,9119.0,1750,0.45,0.45,0.45,SPX01181750P,2018-01-19,P
2017-11-14,2017-11-14,806.5,800.1,1775.0,1.0,1775,803.3,803.3,803.3,SPX01181775C,2018-01-19,C
2017-11-14,2017-11-14,0.65,0.45,1775.0,2933.0,1775,0.5,0.5,0.5,SPX01181775P,2018-01-19,P
2017-11-14,2017-11-14,781.6,775.2,1800.0,23.0,1800,778.4,778.4,778.4,SPX01181800C,2018-01-19,C
2017-11-14,2017-11-14,0.65,0.5,1800.0,10224.0,1800,0.61,0.55,0.55,SPX01181800P,2018-01-19,P
2017-11-14,2017-11-14,756.8,750.4,1825.0,1.0,1825,753.6,753.6,753.6,SPX01181825C,2018-01-19,C
2017-11-14,2017-11-14,0.8,0.6,1825.0,2890.0,1825,0.7,0.7,0.7,SPX01181825P,2018-01-19,P
2017-11-14,2017-11-14,731.9,725.6,1850.0,29.0,1850,728.75,728.75,728.75,SPX01181850C,2018-01-19,C
2017-11-14,2017-11-14,0.85,0.65,1850.0,7715.0,1850,0.75,0.75,0.75,SPX01181850P,2018-01-19,P
2017-11-14,2017-11-14,707.1,700.7,1875.0,2.0,1875,703.9,703.9,703.9,SPX01181875C,2018-01-19,C
2017-11-14,2017-11-14,0.95,0.75,1875.0,2273.0,1875,0.85,0.85,0.85,SPX01181875P,2018-01-19,P
2017-11-14,2017-11-14,682.3,675.9,1900.0,297.0,1900,679.1,679.1,679.1,SPX01181900C,2018-01-19,C
2017-11-14,2017-11-14,1.05,0.85,1900.0,13952.0,1900,0.95,0.95,0.95,SPX01181900P,2018-01-19,P
2017-11-14,2017-11-14,657.5,651.1,1925.0,18.0,1925,654.3,654.3,654.3,SPX01181925C,2018-01-19,C
2017-11-14,2017-11-14,1.15,0.95,1925.0,4548.0,1925,1.05,1.05,1.05,SPX01181925P,2018-01-19,P
2017-11-14,2017-11-14,632.7,626.3,1950.0,10.0,1950,629.5,629.5,629.5,SPX01181950C,2018-01-19,C
2017-11-14,2017-11-14,1.25,1.05,1950.0,12409.0,1950,1.2,1.1,1.15,SPX01181950P,2018-01-19,P
2017-11-14,2017-11-14,607.9,601.6,1975.0,56.0,1975,604.75,604.75,604.75,SPX01181975C,2018-01-19,C
2017-11-14,2017-11-14,1.4,1.2,1975.0,3792.0,1975,1.3,1.3,1.3,SPX01181975P,2018-01-19,P
2017-11-14,2017-11-14,583.1,576.9,2000.0,18486.0,2000,580.0,580.0,580.0,SPX01182000C,2018-01-19,C
2017-11-14,2017-11-14,1.5,1.4,2000.0,37615.0,2000,1.5,1.4,1.4,SPX01182000P,2018-01-19,P
2017-11-14,2017-11-14,558.4,552.1,2025.0,52.0,2025,547.9,547.3,547.9,SPX01182025C,2018-01-19,C
2017-11-14,2017-11-14,1.75,1.55,2025.0,12988.0,2025,1.65,1.65,1.65,SPX01182025P,2018-01-19,P
2017-11-14,2017-11-14,533.6,527.4,2050.0,97.0,2050,530.5,530.5,530.5,SPX01182050C,2018-01-19,C
2017-11-14,2017-11-14,1.95,1.75,2050.0,14068.0,2050,1.85,1.85,1.85,SPX01182050P,2018-01-19,P
2017-11-14,2017-11-14,508.9,502.8,2075.0,91.0,2075,505.85,505.85,505.85,SPX01182075C,2018-01-19,C
2017-11-14,2017-11-14,2.2,1.95,2075.0,7262.0,2075,1.95,1.95,1.95,SPX01182075P,2018-01-19,P
2017-11-14,2017-11-14,484.3,478.1,2100.0,333.0,2100,481.2,481.2,481.2,SPX01182100C,2018-01-19,C
2017-11-14,2017-11-14,2.4,2.25,2100.0,15038.0,2100,2.7,2.15,2.45,SPX01182100P,2018-01-19,P
2017-11-14,2017-11-14,459.6,453.5,2125.0,60.0,2125,456.55,456.55,456.55,SPX01182125C,2018-01-19,C
2017-11-14,2017-11-14,2.8,2.55,2125.0,6582.0,2125,2.81,2.81,2.81,SPX01182125P,2018-01-19,P
2017-11-14,2017-11-14,435.1,429.0,2150.0,1226.0,2150,432.05,432.05,432.05,SPX01182150C,2018-01-19,C
2017-11-14,2017-11-14,3.1,2.85,2150.0,13172.0,2150,3.5,3.1,3.5,SPX01182150P,2018-01-19,P
2017-11-14,2017-11-14,410.5,404.5,2175.0,83.0,2175,407.5,407.5,407.5,SPX01182175C,2018-01-19,C
2017-11-14,2017-11-14,3.6,3.2,2175.0,7379.0,2175,3.4,3.4,3.4,SPX01182175P,2018-01-19,P
2017-11-14,2017-11-14,386.0,380.1,2200.0,874.0,2200,383.05,383.05,383.05,SPX01182200C,2018-01-19,C
