DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2017-11-02,2017-11-02,1477.0,1470.7,1100.0,655.0,1100,1473.85,1473.85,1473.85,SPX01181100C,2018-01-19,C
2017-11-02,2017-11-02,0.15,0.05,1100.0,2493.0,1100,0.1,0.1,0.1,SPX01181100P,2018-01-19,P
2017-11-02,2017-11-02,1452.1,1445.8,1125.0,45.0,1125,1448.95,1448.95,1448.95,SPX01181125C,2018-01-19,C
2017-11-02,2017-11-02,1427.2,1420.9,1150.0,1.0,1150,1421.67,1421.67,1421.67,SPX01181150C,2018-01-19,C
2017-11-02,2017-11-02,1402.2,1396.0,1175.0,32.0,1175,1397.25,1396.77,1397.25,SPX01181175C,2018-01-19,C
2017-11-02,2017-11-02,1377.3,1371.1,1200.0,98.0,1200,1374.2,1374.2,1374.2,SPX01181200C,2018-01-19,C
2017-11-02,2017-11-02,0.2,0.05,1200.0,5167.0,1200,0.1,0.1,0.1,SPX01181200P,2018-01-19,P
2017-11-02,2017-11-02,1352.4,1346.2,1225.0,12.0,1225,1349.3,1349.3,1349.3,SPX01181225C,2018-01-19,C
2017-11-02,2017-11-02,1302.6,1296.4,1275.0,75.0,1275,1299.5,1299.5,1299.5,SPX01181275C,2018-01-19,C
2017-11-02,2017-11-02,0.2,0.05,1275.0,2005.0,1275,0.125,0.125,0.125,SPX01181275P,2018-01-19,P
2017-11-02,2017-11-02,1277.7,1271.5,1300.0,220.0,1300,1274.6,1274.6,1274.6,SPX01181300C,2018-01-19,C
2017-11-02,2017-11-02,0.25,0.05,1300.0,815.0,1300,0.15,0.15,0.15,SPX01181300P,2018-01-19,P
2017-11-02,2017-11-02,1252.8,1246.6,1325.0,19.0,1325,1249.7,1249.7,1249.7,SPX01181325C,2018-01-19,C
2017-11-02,2017-11-02,0.25,0.05,1325.0,570.0,1325,0.15,0.15,0.15,SPX01181325P,2018-01-19,P
2017-11-02,2017-11-02,1203.0,1196.8,1375.0,140.0,1375,1199.9,1199.9,1199.9,SPX01181375C,2018-01-19,C
2017-11-02,2017-11-02,0.3,0.1,1375.0,1020.0,1375,0.2,0.2,0.2,SPX01181375P,2018-01-19,P
2017-11-02,2017-11-02,1178.1,1171.9,1400.0,170.0,1400,1173.2,1173.2,1173.2,SPX01181400C,2018-01-19,C
2017-11-02,2017-11-02,0.25,0.15,1400.0,18917.0,1400,0.2,0.2,0.2,SPX01181400P,2018-01-19,P
2017-11-02,2017-11-02,1128.4,1122.1,1450.0,1.0,1450,1125.25,1125.25,1125.25,SPX01181450C,2018-01-19,C
2017-11-02,2017-11-02,0.3,0.15,1450.0,1140.0,1450,0.225,0.225,0.225,SPX01181450P,2018-01-19,P
2017-11-02,2017-11-02,1103.5,1097.2,1475.0,18.0,1475,1100.35,1100.35,1100.35,SPX01181475C,2018-01-19,C
2017-11-02,2017-11-02,0.3,0.2,1475.0,1077.0,1475,0.3,0.3,0.3,SPX01181475P,2018-01-19,P
2017-11-02,2017-11-02,1078.6,1072.4,1500.0,122.0,1500,1075.5,1075.5,1075.5,SPX01181500C,2018-01-19,C
2017-11-02,2017-11-02,0.35,0.25,1500.0,6551.0,1500,0.35,0.35,0.35,SPX01181500P,2018-01-19,P
2017-11-02,2017-11-02,1053.7,1047.5,1525.0,38.0,1525,1050.6,1050.6,1050.6,SPX01181525C,2018-01-19,C
2017-11-02,2017-11-02,0.45,0.25,1525.0,415.0,1525,0.35,0.35,0.35,SPX01181525P,2018-01-19,P
2017-11-02,2017-11-02,1028.8,1022.6,1550.0,42.0,1550,1025.7,1025.7,1025.7,SPX01181550C,2018-01-19,C
2017-11-02,2017-11-02,0.5,0.3,1550.0,2133.0,1550,0.4,0.4,0.4,SPX01181550P,2018-01-19,P
2017-11-02,2017-11-02,1003.9,997.7,1575.0,3.0,1575,1000.8,1000.8,1000.8,SPX01181575C,2018-01-19,C
2017-11-02,2017-11-02,0.5,0.3,1575.0,552.0,1575,0.4,0.4,0.4,SPX01181575P,2018-01-19,P
2017-11-02,2017-11-02,979.0,972.8,1600.0,3.0,1600,975.9,975.9,975.9,SPX01181600C,2018-01-19,C
2017-11-02,2017-11-02,0.55,0.35,1600.0,4361.0,1600,0.45,0.45,0.45,SPX01181600P,2018-01-19,P
2017-11-02,2017-11-02,954.1,948.0,1625.0,0.0,1625,951.05,951.05,951.05,SPX01181625C,2018-01-19,C
2017-11-02,2017-11-02,0.6,0.4,1625.0,4459.0,1625,0.5,0.5,0.5,SPX01181625P,2018-01-19,P
2017-11-02,2017-11-02,929.3,923.1,1650.0,0.0,1650,926.2,926.2,926.2,SPX01181650C,2018-01-19,C
2017-11-02,2017-11-02,0.65,0.45,1650.0,7842.0,1650,0.55,0.55,0.55,SPX01181650P,2018-01-19,P
2017-11-02,2017-11-02,904.4,898.2,1675.0,2.0,1675,901.3,901.3,901.3,SPX01181675C,2018-01-19,C
2017-11-02,2017-11-02,0.7,0.5,1675.0,3310.0,1675,0.6,0.6,0.6,SPX01181675P,2018-01-19,P
2017-11-02,2017-11-02,879.5,873.4,1700.0,297.0,1700,876.45,876.45,876.45,SPX01181700C,2018-01-19,C
2017-11-02,2017-11-02,0.75,0.55,1700.0,15892.0,1700,0.65,0.65,0.65,SPX01181700P,2018-01-19,P
2017-11-02,2017-11-02,854.7,848.5,1725.0,0.0,1725,851.6,851.6,851.6,SPX01181725C,2018-01-19,C
2017-11-02,2017-11-02,0.8,0.6,1725.0,605.0,1725,0.7,0.7,0.7,SPX01181725P,2018-01-19,P
2017-11-02,2017-11-02,829.8,823.6,1750.0,3.0,1750,824.6,823.15,824.6,SPX01181750C,2018-01-19,C
2017-11-02,2017-11-02,0.85,0.65,1750.0,5997.0,1750,0.7,0.7,0.7,SPX01181750P,2018-01-19,P
2017-11-02,2017-11-02,804.9,798.8,1775.0,1.0,1775,801.85,801.85,801.85,SPX01181775C,2018-01-19,C
2017-11-02,2017-11-02,0.9,0.7,1775.0,2932.0,1775,0.8,0.8,0.8,SPX01181775P,2018-01-19,P
2017-11-02,2017-11-02,780.1,773.9,1800.0,23.0,1800,777.0,777.0,777.0,SPX01181800C,2018-01-19,C
2017-11-02,2017-11-02,0.95,0.75,1800.0,9885.0,1800,0.85,0.85,0.85,SPX01181800P,2018-01-19,P
2017-11-02,2017-11-02,755.2,749.1,1825.0,1.0,1825,752.15,752.15,752.15,SPX01181825C,2018-01-19,C
2017-11-02,2017-11-02,1.0,0.8,1825.0,2890.0,1825,0.9,0.9,0.9,SPX01181825P,2018-01-19,P
2017-11-02,2017-11-02,730.4,724.3,1850.0,29.0,1850,727.35,727.35,727.35,SPX01181850C,2018-01-19,C
2017-11-02,2017-11-02,1.1,0.85,1850.0,7690.0,1850,0.95,0.95,0.95,SPX01181850P,2018-01-19,P
2017-11-02,2017-11-02,705.5,699.5,1875.0,2.0,1875,702.5,702.5,702.5,SPX01181875C,2018-01-19,C
2017-11-02,2017-11-02,1.15,0.95,1875.0,2217.0,1875,1.05,1.05,1.05,SPX01181875P,2018-01-19,P
2017-11-02,2017-11-02,680.7,674.6,1900.0,210.0,1900,677.65,677.65,677.65,SPX01181900C,2018-01-19,C
2017-11-02,2017-11-02,1.25,1.05,1900.0,14421.0,1900,1.15,1.15,1.15,SPX01181900P,2018-01-19,P
2017-11-02,2017-11-02,655.9,649.9,1925.0,18.0,1925,652.9,652.9,652.9,SPX01181925C,2018-01-19,C
2017-11-02,2017-11-02,1.3,1.2,1925.0,4587.0,1925,1.35,1.25,1.25,SPX01181925P,2018-01-19,P
2017-11-02,2017-11-02,631.1,625.1,1950.0,10.0,1950,628.1,628.1,628.1,SPX01181950C,2018-01-19,C
2017-11-02,2017-11-02,1.45,1.3,1950.0,13111.0,1950,1.5,1.5,1.5,SPX01181950P,2018-01-19,P
2017-11-02,2017-11-02,606.3,600.3,1975.0,56.0,1975,603.3,603.3,603.3,SPX01181975C,2018-01-19,C
2017-11-02,2017-11-02,1.6,1.35,1975.0,4021.0,1975,1.55,1.5,1.5,SPX01181975P,2018-01-19,P
2017-11-02,2017-11-02,581.6,575.6,2000.0,16440.0,2000,580.0,567.5,576.05,SPX01182000C,2018-01-19,C
2017-11-02,2017-11-02,1.75,1.55,2000.0,34425.0,2000,1.85,1.65,1.85,SPX01182000P,2018-01-19,P
2017-11-02,2017-11-02,556.8,550.8,2025.0,42.0,2025,553.8,553.8,553.8,SPX01182025C,2018-01-19,C
2017-11-02,2017-11-02,1.95,1.7,2025.0,13023.0,2025,2.1,1.83,2.1,SPX01182025P,2018-01-19,P
2017-11-02,2017-11-02,532.1,526.1,2050.0,97.0,2050,529.1,529.1,529.1,SPX01182050C,2018-01-19,C
2017-11-02,2017-11-02,2.15,1.9,2050.0,14659.0,2050,2.3,2.3,2.3,SPX01182050P,2018-01-19,P
2017-11-02,2017-11-02,507.4,501.5,2075.0,91.0,2075,504.45,504.45,504.45,SPX01182075C,2018-01-19,C
2017-11-02,2017-11-02,2.35,2.1,2075.0,7273.0,2075,2.3,2.3,2.3,SPX01182075P,2018-01-19,P
2017-11-02,2017-11-02,482.7,476.8,2100.0,332.0,2100,479.75,479.75,479.75,SPX01182100C,2018-01-19,C
2017-11-02,2017-11-02,2.65,2.4,2100.0,14903.0,2100,2.7,2.65,2.7,SPX01182100P,2018-01-19,P
2017-11-02,2017-11-02,458.1,452.3,2125.0,60.0,2125,455.2,455.2,455.2,SPX01182125C,2018-01-19,C
2017-11-02,2017-11-02,2.95,2.7,2125.0,6479.0,2125,2.94,2.88,2.88,SPX01182125P,2018-01-19,P
2017-11-02,2017-11-02,433.5,427.7,2150.0,1226.0,2150,430.6,430.6,430.6,SPX01182150C,2018-01-19,C
2017-11-02,2017-11-02,3.3,3.0,2150.0,14065.0,2150,3.6,3.27,3.3,SPX01182150P,2018-01-19,P
