DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2017-10-09,2017-10-09,1442.4,1436.4,1100.0,675.0,1100,1440.74,1440.15,1440.74,SPX01181100C,2018-01-19,C
2017-10-09,2017-10-09,1417.5,1411.5,1125.0,46.0,1125,1414.5,1414.5,1414.5,SPX01181125C,2018-01-19,C
2017-10-09,2017-10-09,0.25,0.05,1125.0,612.0,1125,0.15,0.15,0.15,SPX01181125P,2018-01-19,P
2017-10-09,2017-10-09,1392.6,1386.6,1150.0,0.0,1150,1389.6,1389.6,1389.6,SPX01181150C,2018-01-19,C
2017-10-09,2017-10-09,0.25,0.05,1150.0,417.0,1150,0.15,0.15,0.15,SPX01181150P,2018-01-19,P
2017-10-09,2017-10-09,1367.8,1361.8,1175.0,0.0,1175,1364.8,1364.8,1364.8,SPX01181175C,2018-01-19,C
2017-10-09,2017-10-09,0.3,0.05,1175.0,189.0,1175,0.175,0.175,0.175,SPX01181175P,2018-01-19,P
2017-10-09,2017-10-09,1342.9,1336.9,1200.0,99.0,1200,1341.98,1341.94,1341.94,SPX01181200C,2018-01-19,C
2017-10-09,2017-10-09,0.3,0.1,1200.0,5167.0,1200,0.2,0.2,0.2,SPX01181200P,2018-01-19,P
2017-10-09,2017-10-09,1318.1,1312.1,1225.0,12.0,1225,1315.1,1315.1,1315.1,SPX01181225C,2018-01-19,C
2017-10-09,2017-10-09,0.35,0.1,1225.0,748.0,1225,0.225,0.225,0.225,SPX01181225P,2018-01-19,P
2017-10-09,2017-10-09,1268.4,1262.4,1275.0,75.0,1275,1265.4,1265.4,1265.4,SPX01181275C,2018-01-19,C
2017-10-09,2017-10-09,0.4,0.15,1275.0,2005.0,1275,0.275,0.275,0.275,SPX01181275P,2018-01-19,P
2017-10-09,2017-10-09,1243.5,1237.5,1300.0,219.0,1300,1240.5,1240.5,1240.5,SPX01181300C,2018-01-19,C
2017-10-09,2017-10-09,0.4,0.2,1300.0,817.0,1300,0.3,0.3,0.3,SPX01181300P,2018-01-19,P
2017-10-09,2017-10-09,1218.6,1212.7,1325.0,19.0,1325,1215.65,1215.65,1215.65,SPX01181325C,2018-01-19,C
2017-10-09,2017-10-09,0.45,0.2,1325.0,570.0,1325,0.325,0.325,0.325,SPX01181325P,2018-01-19,P
2017-10-09,2017-10-09,1168.9,1163.0,1375.0,64.0,1375,1165.95,1165.95,1165.95,SPX01181375C,2018-01-19,C
2017-10-09,2017-10-09,0.5,0.3,1375.0,1020.0,1375,0.4,0.4,0.4,SPX01181375P,2018-01-19,P
2017-10-09,2017-10-09,1144.0,1138.1,1400.0,169.0,1400,1142.38,1142.3,1142.38,SPX01181400C,2018-01-19,C
2017-10-09,2017-10-09,0.55,0.3,1400.0,11182.0,1400,0.425,0.425,0.425,SPX01181400P,2018-01-19,P
2017-10-09,2017-10-09,1094.3,1088.4,1450.0,1.0,1450,1091.35,1091.35,1091.35,SPX01181450C,2018-01-19,C
2017-10-09,2017-10-09,0.65,0.4,1450.0,1140.0,1450,0.525,0.525,0.525,SPX01181450P,2018-01-19,P
2017-10-09,2017-10-09,1069.5,1063.6,1475.0,18.0,1475,1066.55,1066.55,1066.55,SPX01181475C,2018-01-19,C
2017-10-09,2017-10-09,0.7,0.45,1475.0,973.0,1475,0.575,0.575,0.575,SPX01181475P,2018-01-19,P
2017-10-09,2017-10-09,1044.7,1038.8,1500.0,121.0,1500,1041.75,1041.75,1041.75,SPX01181500C,2018-01-19,C
2017-10-09,2017-10-09,0.75,0.5,1500.0,8944.0,1500,0.6,0.6,0.6,SPX01181500P,2018-01-19,P
2017-10-09,2017-10-09,1019.8,1013.9,1525.0,38.0,1525,1016.85,1016.85,1016.85,SPX01181525C,2018-01-19,C
2017-10-09,2017-10-09,0.8,0.55,1525.0,415.0,1525,0.675,0.675,0.675,SPX01181525P,2018-01-19,P
2017-10-09,2017-10-09,995.0,989.1,1550.0,42.0,1550,992.05,992.05,992.05,SPX01181550C,2018-01-19,C
2017-10-09,2017-10-09,0.85,0.6,1550.0,2133.0,1550,0.725,0.725,0.725,SPX01181550P,2018-01-19,P
2017-10-09,2017-10-09,970.1,964.3,1575.0,3.0,1575,967.2,967.2,967.2,SPX01181575C,2018-01-19,C
2017-10-09,2017-10-09,0.9,0.65,1575.0,552.0,1575,0.775,0.775,0.775,SPX01181575P,2018-01-19,P
2017-10-09,2017-10-09,945.3,939.5,1600.0,4.0,1600,943.85,939.18,943.85,SPX01181600C,2018-01-19,C
2017-10-09,2017-10-09,0.95,0.7,1600.0,3641.0,1600,0.825,0.825,0.825,SPX01181600P,2018-01-19,P
2017-10-09,2017-10-09,920.5,914.6,1625.0,0.0,1625,917.55,917.55,917.55,SPX01181625C,2018-01-19,C
2017-10-09,2017-10-09,1.0,0.75,1625.0,4441.0,1625,0.9,0.85,0.9,SPX01181625P,2018-01-19,P
2017-10-09,2017-10-09,895.7,889.8,1650.0,0.0,1650,892.75,892.75,892.75,SPX01181650C,2018-01-19,C
2017-10-09,2017-10-09,1.05,0.8,1650.0,4841.0,1650,0.95,0.95,0.95,SPX01181650P,2018-01-19,P
2017-10-09,2017-10-09,870.8,865.0,1675.0,2.0,1675,867.9,867.9,867.9,SPX01181675C,2018-01-19,C
2017-10-09,2017-10-09,1.15,0.9,1675.0,3289.0,1675,1.0,1.0,1.0,SPX01181675P,2018-01-19,P
2017-10-09,2017-10-09,846.0,840.2,1700.0,297.0,1700,843.1,843.1,843.1,SPX01181700C,2018-01-19,C
2017-10-09,2017-10-09,1.2,0.95,1700.0,9200.0,1700,1.075,1.075,1.075,SPX01181700P,2018-01-19,P
2017-10-09,2017-10-09,821.2,815.4,1725.0,0.0,1725,818.3,818.3,818.3,SPX01181725C,2018-01-19,C
2017-10-09,2017-10-09,1.3,1.05,1725.0,612.0,1725,1.2,1.2,1.2,SPX01181725P,2018-01-19,P
2017-10-09,2017-10-09,796.4,790.7,1750.0,3.0,1750,793.55,793.55,793.55,SPX01181750C,2018-01-19,C
2017-10-09,2017-10-09,1.4,1.15,1750.0,4036.0,1750,1.25,1.15,1.2,SPX01181750P,2018-01-19,P
2017-10-09,2017-10-09,771.7,765.9,1775.0,1.0,1775,768.8,768.8,768.8,SPX01181775C,2018-01-19,C
2017-10-09,2017-10-09,1.5,1.25,1775.0,3069.0,1775,1.25,1.25,1.25,SPX01181775P,2018-01-19,P
2017-10-09,2017-10-09,746.9,741.1,1800.0,23.0,1800,743.7,743.7,743.7,SPX01181800C,2018-01-19,C
2017-10-09,2017-10-09,1.6,1.35,1800.0,9646.0,1800,1.475,1.475,1.475,SPX01181800P,2018-01-19,P
2017-10-09,2017-10-09,722.2,716.4,1825.0,1.0,1825,719.3,719.3,719.3,SPX01181825C,2018-01-19,C
2017-10-09,2017-10-09,1.75,1.45,1825.0,3803.0,1825,1.6,1.6,1.6,SPX01181825P,2018-01-19,P
2017-10-09,2017-10-09,697.4,691.7,1850.0,28.0,1850,694.55,694.55,694.55,SPX01181850C,2018-01-19,C
2017-10-09,2017-10-09,1.9,1.6,1850.0,6762.0,1850,1.8,1.63,1.65,SPX01181850P,2018-01-19,P
2017-10-09,2017-10-09,672.7,667.0,1875.0,2.0,1875,669.85,669.85,669.85,SPX01181875C,2018-01-19,C
2017-10-09,2017-10-09,2.1,1.8,1875.0,4253.0,1875,1.95,1.95,1.95,SPX01181875P,2018-01-19,P
