DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2017-07-24,2017-07-24,1360.3,1353.9,1100.0,600.0,1100,1357.1,1357.1,1357.1,SPX01181100C,2018-01-19,C
2017-07-24,2017-07-24,0.5,0.3,1100.0,2451.0,1100,0.4,0.4,0.4,SPX01181100P,2018-01-19,P
2017-07-24,2017-07-24,1335.7,1329.3,1125.0,0.0,1125,1332.5,1332.5,1332.5,SPX01181125C,2018-01-19,C
2017-07-24,2017-07-24,0.5,0.2,1125.0,601.0,1125,0.35,0.35,0.35,SPX01181125P,2018-01-19,P
2017-07-24,2017-07-24,1310.5,1304.1,1150.0,0.0,1150,1307.3,1307.3,1307.3,SPX01181150C,2018-01-19,C
2017-07-24,2017-07-24,0.55,0.25,1150.0,417.0,1150,0.4,0.4,0.4,SPX01181150P,2018-01-19,P
2017-07-24,2017-07-24,1286.1,1279.8,1175.0,0.0,1175,1282.95,1282.95,1282.95,SPX01181175C,2018-01-19,C
2017-07-24,2017-07-24,0.6,0.3,1175.0,189.0,1175,0.45,0.45,0.45,SPX01181175P,2018-01-19,P
2017-07-24,2017-07-24,1261.4,1255.0,1200.0,9.0,1200,1258.2,1258.2,1258.2,SPX01181200C,2018-01-19,C
2017-07-24,2017-07-24,0.65,0.35,1200.0,1958.0,1200,0.5,0.5,0.5,SPX01181200P,2018-01-19,P
2017-07-24,2017-07-24,1236.6,1230.3,1225.0,0.0,1225,1233.45,1233.45,1233.45,SPX01181225C,2018-01-19,C
2017-07-24,2017-07-24,0.7,0.4,1225.0,748.0,1225,0.55,0.55,0.55,SPX01181225P,2018-01-19,P
2017-07-24,2017-07-24,1187.0,1180.7,1275.0,0.0,1275,1183.85,1183.85,1183.85,SPX01181275C,2018-01-19,C
2017-07-24,2017-07-24,0.8,0.5,1275.0,570.0,1275,0.65,0.65,0.65,SPX01181275P,2018-01-19,P
2017-07-24,2017-07-24,1161.9,1155.6,1300.0,143.0,1300,1158.75,1158.75,1158.75,SPX01181300C,2018-01-19,C
2017-07-24,2017-07-24,0.9,0.6,1300.0,633.0,1300,0.75,0.75,0.75,SPX01181300P,2018-01-19,P
2017-07-24,2017-07-24,1137.6,1131.3,1325.0,1.0,1325,1134.45,1134.45,1134.45,SPX01181325C,2018-01-19,C
2017-07-24,2017-07-24,0.95,0.65,1325.0,560.0,1325,0.8,0.8,0.8,SPX01181325P,2018-01-19,P
2017-07-24,2017-07-24,1088.1,1081.9,1375.0,0.0,1375,1085.0,1085.0,1085.0,SPX01181375C,2018-01-19,C
2017-07-24,2017-07-24,1.1,0.8,1375.0,1020.0,1375,0.95,0.95,0.95,SPX01181375P,2018-01-19,P
2017-07-24,2017-07-24,1063.4,1057.2,1400.0,7.0,1400,1060.3,1060.3,1060.3,SPX01181400C,2018-01-19,C
2017-07-24,2017-07-24,1.2,1.0,1400.0,2086.0,1400,1.1,1.1,1.1,SPX01181400P,2018-01-19,P
2017-07-24,2017-07-24,1013.9,1007.8,1450.0,0.0,1450,1010.85,1010.85,1010.85,SPX01181450C,2018-01-19,C
2017-07-24,2017-07-24,1.4,1.05,1450.0,832.0,1450,1.225,1.225,1.225,SPX01181450P,2018-01-19,P
2017-07-24,2017-07-24,989.2,983.1,1475.0,0.0,1475,986.15,986.15,986.15,SPX01181475C,2018-01-19,C
2017-07-24,2017-07-24,1.5,1.15,1475.0,882.0,1475,1.325,1.325,1.325,SPX01181475P,2018-01-19,P
2017-07-24,2017-07-24,964.4,958.3,1500.0,54.0,1500,961.35,961.35,961.35,SPX01181500C,2018-01-19,C
2017-07-24,2017-07-24,1.6,1.3,1500.0,3674.0,1500,1.45,1.45,1.45,SPX01181500P,2018-01-19,P
2017-07-24,2017-07-24,939.8,933.7,1525.0,19.0,1525,936.75,936.75,936.75,SPX01181525C,2018-01-19,C
2017-07-24,2017-07-24,1.75,1.4,1525.0,385.0,1525,1.59,1.59,1.59,SPX01181525P,2018-01-19,P
2017-07-24,2017-07-24,915.1,909.0,1550.0,1.0,1550,912.05,912.05,912.05,SPX01181550C,2018-01-19,C
2017-07-24,2017-07-24,1.9,1.55,1550.0,1327.0,1550,1.725,1.725,1.725,SPX01181550P,2018-01-19,P
2017-07-24,2017-07-24,890.5,884.5,1575.0,0.0,1575,887.5,887.5,887.5,SPX01181575C,2018-01-19,C
2017-07-24,2017-07-24,2.05,1.7,1575.0,468.0,1575,1.875,1.875,1.875,SPX01181575P,2018-01-19,P
2017-07-24,2017-07-24,865.9,859.8,1600.0,4.0,1600,862.85,862.85,862.85,SPX01181600C,2018-01-19,C
2017-07-24,2017-07-24,2.25,1.85,1600.0,3291.0,1600,2.09,2.09,2.09,SPX01181600P,2018-01-19,P
2017-07-24,2017-07-24,841.1,835.1,1625.0,0.0,1625,838.1,838.1,838.1,SPX01181625C,2018-01-19,C
2017-07-24,2017-07-24,2.45,2.05,1625.0,2079.0,1625,2.25,2.25,2.25,SPX01181625P,2018-01-19,P
2017-07-24,2017-07-24,816.6,810.6,1650.0,0.0,1650,813.6,813.6,813.6,SPX01181650C,2018-01-19,C
2017-07-24,2017-07-24,2.65,2.25,1650.0,3091.0,1650,2.45,2.45,2.45,SPX01181650P,2018-01-19,P
2017-07-24,2017-07-24,792.1,786.1,1675.0,1.0,1675,789.1,789.1,789.1,SPX01181675C,2018-01-19,C
2017-07-24,2017-07-24,2.9,2.5,1675.0,3354.0,1675,2.7,2.7,2.7,SPX01181675P,2018-01-19,P
2017-07-24,2017-07-24,767.5,761.6,1700.0,4.0,1700,764.55,764.55,764.55,SPX01181700C,2018-01-19,C
2017-07-24,2017-07-24,3.2,2.75,1700.0,7238.0,1700,2.975,2.975,2.975,SPX01181700P,2018-01-19,P
2017-07-24,2017-07-24,742.9,737.0,1725.0,0.0,1725,739.95,739.95,739.95,SPX01181725C,2018-01-19,C
2017-07-24,2017-07-24,3.5,3.0,1725.0,369.0,1725,3.25,3.25,3.25,SPX01181725P,2018-01-19,P
2017-07-24,2017-07-24,718.5,712.6,1750.0,3.0,1750,715.55,715.55,715.55,SPX01181750C,2018-01-19,C
2017-07-24,2017-07-24,3.8,3.3,1750.0,2545.0,1750,3.55,3.55,3.55,SPX01181750P,2018-01-19,P
2017-07-24,2017-07-24,694.0,688.2,1775.0,0.0,1775,691.1,691.1,691.1,SPX01181775C,2018-01-19,C
2017-07-24,2017-07-24,4.1,3.7,1775.0,2755.0,1775,4.0,4.0,4.0,SPX01181775P,2018-01-19,P
2017-07-24,2017-07-24,669.5,663.7,1800.0,16.0,1800,666.6,666.6,666.6,SPX01181800C,2018-01-19,C
2017-07-24,2017-07-24,4.5,4.1,1800.0,8289.0,1800,4.3,4.3,4.3,SPX01181800P,2018-01-19,P
2017-07-24,2017-07-24,645.2,639.4,1825.0,0.0,1825,642.3,642.3,642.3,SPX01181825C,2018-01-19,C
2017-07-24,2017-07-24,5.0,4.5,1825.0,333.0,1825,4.75,4.75,4.75,SPX01181825P,2018-01-19,P
2017-07-24,2017-07-24,620.9,615.1,1850.0,28.0,1850,618.0,618.0,618.0,SPX01181850C,2018-01-19,C
2017-07-24,2017-07-24,5.5,5.0,1850.0,3240.0,1850,5.25,5.25,5.25,SPX01181850P,2018-01-19,P
2017-07-24,2017-07-24,596.4,590.7,1875.0,2.0,1875,593.55,593.55,593.55,SPX01181875C,2018-01-19,C
2017-07-24,2017-07-24,6.0,5.5,1875.0,262.0,1875,5.75,5.75,5.75,SPX01181875P,2018-01-19,P
2017-07-24,2017-07-24,572.0,566.3,1900.0,194.0,1900,569.15,569.15,569.15,SPX01181900C,2018-01-19,C
2017-07-24,2017-07-24,6.6,6.1,1900.0,11370.0,1900,6.35,6.35,6.35,SPX01181900P,2018-01-19,P
2017-07-24,2017-07-24,548.0,542.4,1925.0,17.0,1925,545.2,545.2,545.2,SPX01181925C,2018-01-19,C
2017-07-24,2017-07-24,7.3,6.7,1925.0,2483.0,1925,7.0,7.0,7.0,SPX01181925P,2018-01-19,P
2017-07-24,2017-07-24,523.9,518.4,1950.0,10.0,1950,521.15,521.15,521.15,SPX01181950C,2018-01-19,C
2017-07-24,2017-07-24,8.0,7.4,1950.0,5048.0,1950,7.7,7.7,7.7,SPX01181950P,2018-01-19,P
2017-07-24,2017-07-24,499.7,494.3,1975.0,54.0,1975,497.0,497.0,497.0,SPX01181975C,2018-01-19,C
2017-07-24,2017-07-24,8.8,8.3,1975.0,2485.0,1975,8.55,8.55,8.55,SPX01181975P,2018-01-19,P
2017-07-24,2017-07-24,476.0,470.6,2000.0,70.0,2000,473.3,473.3,473.3,SPX01182000C,2018-01-19,C
